total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,tree_insertion_time,tree_insertion_num,permutation_map_insertion_time,permutation_map_insertion_num,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,queue_size,queue_min_length,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
25.1498,20.9159,0.203231,20.7543,0,6280518,5.67373,0.513297,4289121,4.73492,5869782,0.0431846,0.353796,4,4280262,37154,4243121,1,4101625,187322,24,136,1:71;2:6176;3:160313;4:1478096;5:2371746;6:224605;
25.6045,21.3659,0.207827,21.2009,0,6415605,5.7943,0.52451,4383737,4.83753,5995899,0.0431846,0.353796,4,4374685,37961,4336737,1,4189602,193961,24,135,1:71;2:6176;3:160313;4:1477096;5:2466362;6:224605;
25.8687,21.6271,0.210626,21.46,0,6496018,5.86625,0.530877,4437307,4.89639,6071008,0.0432701,0.353025,4,4428134,38430,4389716,1,4241298,195835,24,135,1:71;2:6161;3:161226;4:1492430;5:2471834;6:255881;
25.8692,21.6277,0.210626,21.4605,0,6496134,5.86641,0.530889,4437393,4.89648,6071121,0.0432701,0.353025,4,4428220,38431,4389802,1,4241384,195835,24,135,1:71;2:6161;3:161225;4:1492516;5:2471834;6:255881;
31.0365,21.6277,0.210626,21.4605,0,6496134,5.86641,0.530889,4437393,4.89648,6071121,0.0432701,0.353025,4,4428220,38431,4389802,1,4241384,195835,24,134,1:71;2:6156;3:161173;4:1492259;5:2471584;6:255881;
31.2285,21.8176,0.212644,21.649,9.53674e-07,6551493,5.91669,0.535711,4477842,4.94123,6122825,0.0433387,0.353025,4,4468619,38790,4429842,1,4279201,198467,24,134,1:71;2:6156;3:161050;4:1500644;5:2503362;6:255881;
32.2815,22.8659,0.217182,22.6939,9.53674e-07,6685827,6.03465,0.546123,4563986,5.65461,6248182,0.0433557,0.353025,4,4554506,39533,4514986,1,4359048,204764,24,134,1:71;2:6154;3:161279;4:1499646;5:2589277;6:255881;
32.7203,23.2996,0.222142,23.1242,0,6819881,6.15436,0.556966,4658117,5.74689,6373278,0.0434928,0.353025,4,4648473,40369,4608117,1,4449024,208919,24,134,1:71;2:6147;3:161544;4:1529288;5:2616948;6:291444;
33.1592,23.7334,0.227106,23.5545,0,6955122,6.27422,0.56781,4749425,5.84062,6499522,0.0434928,0.353025,4,4739564,41152,4698425,1,4533280,215971,24,134,1:71;2:6147;3:161544;4:1528288;5:2708256;6:291444;
33.5925,24.1618,0.231905,23.9795,0,7090879,6.39393,0.578009,4838177,5.93345,6626301,0.0436469,0.353025,4,4828100,41936,4786177,1,4617470,220533,24,134,1:71;2:6141;3:161661;4:1552062;5:2747391;6:316176;
34.0176,24.582,0.236647,24.3962,0,7225086,6.5122,0.588062,4925028,6.02264,6751517,0.0437155,0.353025,4,4914703,42688,4872028,1,4699536,225318,24,134,1:71;2:6133;3:162406;4:1551186;5:2820300;6:329257;
34.4553,25.0149,0.241341,24.8257,9.53674e-07,7360203,6.63257,0.598907,5018147,6.11386,6877658,0.043801,0.353025,4,5007643,43509,4964147,1,4787609,230364,24,134,1:71;2:6133;3:162128;4:1572097;5:2868050;6:352993;
34.8862,25.441,0.246013,25.2482,1.19209e-06,7494734,6.75182,0.609298,5107186,6.20367,7003192,0.043801,0.353025,4,5096453,44280,5052186,1,4870346,236666,24,134,1:71;2:6133;3:162128;4:1571097;5:2957089;6:352993;
35.3222,25.8722,0.250691,25.676,9.53674e-07,7630321,6.87203,0.620087,5199207,6.29452,7129780,0.0439552,0.353025,4,5188284,45090,5143207,1,4958150,240883,24,134,1:71;2:6118;3:163038;4:1593316;5:2983648;6:394341;
35.747,26.2923,0.25532,26.0925,1.19209e-06,7765157,6.99028,0.630187,5285149,6.38372,7255610,0.0439552,0.353025,4,5273976,45840,5228149,1,5038336,246639,24,134,1:71;2:6118;3:163038;4:1592316;5:3069590;6:394341;
36.1681,26.7086,0.259929,26.5054,0,7899332,7.10838,0.640179,5371252,6.47154,7380787,0.0441093,0.353025,4,5359857,46618,5313252,1,5121508,249570,24,134,1:71;2:6111;3:163159;4:1626137;5:3075763;6:439336;
36.6138,27.1492,0.264939,26.9425,0,8033364,7.2278,0.65118,5464223,6.56863,7505829,0.0441093,0.353025,4,5452642,47432,5405223,1,5208412,255637,24,134,1:71;2:6111;3:163159;4:1625137;5:3168734;6:439336;
37.0425,27.5727,0.269966,27.3624,0,8168503,7.34641,0.661052,5548739,6.66298,7631967,0.0441778,0.353025,4,5536877,48151,5488739,1,5289840,258725,24,134,1:71;2:6102;3:163979;4:1624718;5:3197633;6:493561;
37.4886,28.0137,0.2749,27.8,0,8303742,7.467,0.672138,5642317,6.76092,7758223,0.0442634,0.353025,4,5630301,48997,5581317,1,5377827,264316,24,134,1:71;2:6102;3:163637;4:1651650;5:3252912;6:504271;
37.9196,28.4398,0.279768,28.2225,9.53674e-07,8439083,7.58593,0.682149,5727106,6.85602,7884578,0.0443319,0.353025,4,5714822,49729,5665106,1,5457550,269382,24,134,1:71;2:6091;3:164632;4:1650870;5:3314799;6:525969;
38.3581,28.8733,0.284613,28.6525,9.53674e-07,8573233,7.70531,0.693096,5819641,6.95011,8009750,0.0444175,0.353025,4,5807180,50552,5756641,1,5546941,272526,24,134,1:70;2:6197;3:164339;4:1674035;5:3333423;6:575905;
38.7885,29.2989,0.28935,29.0746,0,8707166,7.82343,0.703505,5908098,7.04243,8134710,0.0444175,0.353025,4,5895415,51330,5844098,1,5630061,277863,24,134,1:70;2:6197;3:164339;4:1673035;5:3421880;6:575905;
39.2008,29.7062,0.294167,29.4783,9.53674e-07,8842401,7.94055,0.712776,5985908,7.13126,8260944,0.0444861,0.353025,4,5972882,51987,5920908,1,5705419,280315,24,134,1:70;2:6189;3:164894;4:1672752;5:3440557;6:633774;
39.641,30.1417,0.298726,29.9105,9.53674e-07,8976924,8.06032,0.723625,6079538,7.22606,8386486,0.0445716,0.353025,4,6066364,52839,6013538,1,5793706,285658,24,134,1:70;2:6189;3:164626;4:1692663;5:3507473;6:639719;7:127;
40.0668,30.5627,0.303417,30.3279,9.53674e-07,9111599,8.17874,0.733629,6164619,7.31829,8512173,0.0446402,0.353025,4,6151195,53589,6097619,1,5874150,290295,24,134,1:70;2:6179;3:165285;4:1691811;5:3578212;6:653264;7:127;
40.4986,30.9895,0.30829,30.7512,0,9246549,8.29729,0.743648,6249999,7.41572,8638140,0.0447257,0.353025,4,6236333,54347,6181999,1,5956102,293723,24,134,1:70;2:6179;3:164980;4:1715507;5:3594999;6:697467;7:127;
40.9398,31.4256,0.313316,31.1838,1.19209e-06,9380374,8.41636,0.7543,6339410,7.51568,8762995,0.0447257,0.353025,4,6325536,55139,6270410,1,6040311,298925,24,134,1:70;2:6179;3:164980;4:1714507;5:3684410;6:697467;7:127;
41.3723,31.8528,0.318405,31.6075,1.19209e-06,9515388,8.53474,0.764392,6424436,7.61333,8889010,0.0447943,0.353025,4,6410295,55872,6354436,1,6121480,302782,24,134,1:70;2:6166;3:165973;4:1713962;5:3724612;6:740856;7:127;
41.8006,32.2762,0.323295,32.0273,9.53674e-07,9649583,8.65299,0.774577,6509304,7.70907,9014261,0.0448798,0.353025,4,6494930,56639,6438304,1,6202460,306670,24,134,1:69;2:6261;3:165648;4:1738074;5:3751363;6:774096;7:127;
42.235,32.7056,0.328108,32.4532,9.53674e-07,9783803,8.7713,0.784923,6597196,7.80631,9139490,0.0448798,0.353025,4,6582604,57421,6525196,1,6284847,312175,24,134,1:69;2:6261;3:165648;4:1737074;5:3839255;6:774096;7:127;
42.6648,33.1303,0.333064,32.8744,0,9918549,8.88971,0.794844,6681972,7.90228,9265233,0.0449484,0.353025,4,6667106,58147,6608972,1,6366838,314960,24,134,1:69;2:6251;3:166517;4:1736704;5:3866696;6:829942;7:127;
