prefix	length	first	prediction	default	accuracy	upper_bound	num_captured	num_captured_correct	num_not_captured
314, 19, 110, 29	4	314	1, 1, 1, 1	0	0.921752738654	1.0	204	204	435
314, 19, 110, 346	4	314	1, 1, 1, 0	0	0.887323943662	1.0	182	182	457
314, 19, 110, 372	4	314	1, 1, 1, 0	0	0.882629107981	1.0	179	179	460
314, 19, 110, 373	4	314	1, 1, 1, 0	0	0.882629107981	1.0	179	179	460
314, 19, 110, 53	4	314	1, 1, 1, 1	0	0.915492957746	1.0	200	200	439
314, 19, 110, 71	4	314	1, 1, 1, 0	0	0.887323943662	1.0	182	182	457
314, 19, 110, 83	4	314	1, 1, 1, 0	0	0.89358372457	1.0	186	186	453
314, 19, 153, 55	4	314	1, 1, 0, 1	0	0.805946791862	1.0	175	175	464
314, 19, 176, 134	4	314	1, 1, 0, 0	0	0.798122065728	1.0	170	170	469
314, 19, 176, 153	4	314	1, 1, 0, 0	0	0.785602503912	1.0	162	162	477
314, 19, 176, 178	4	314	1, 1, 0, 0	0	0.790297339593	1.0	165	165	474
314, 19, 178, 153	4	314	1, 1, 0, 0	0	0.785602503912	1.0	162	162	477
314, 19, 280, 134	4	314	1, 1, 0, 0	0	0.788732394366	1.0	164	164	475
314, 19, 280, 153	4	314	1, 1, 0, 0	0	0.779342723005	1.0	158	158	481
314, 19, 280, 176	4	314	1, 1, 0, 0	0	0.782472613459	1.0	160	160	479
314, 19, 280, 178	4	314	1, 1, 0, 0	0	0.780907668232	1.0	159	159	480
314, 19, 281, 0	4	314	1, 1, 1, 0	0	0.890453834116	1.0	183	183	456
314, 19, 281, 107	4	314	1, 1, 1, 0	0	0.901408450704	1.0	190	190	449
314, 19, 281, 134	4	314	1, 1, 1, 0	0	0.89827856025	1.0	188	188	451
314, 19, 281, 151	4	314	1, 1, 1, 0	0	0.890453834116	1.0	183	183	456
314, 19, 281, 153	4	314	1, 1, 1, 0	0	0.885758998435	1.0	180	180	459
314, 19, 281, 176	4	314	1, 1, 1, 0	0	0.890453834116	1.0	183	183	456
314, 19, 281, 178	4	314	1, 1, 1, 0	0	0.890453834116	1.0	183	183	456
314, 19, 281, 248	4	314	1, 1, 1, 0	0	0.89358372457	1.0	185	185	454
314, 19, 281, 270	4	314	1, 1, 1, 0	0	0.887323943662	1.0	181	181	458
314, 19, 281, 280	4	314	1, 1, 1, 0	0	0.884194053208	1.0	179	179	460
314, 19, 281, 300	4	314	1, 1, 1, 0	0	0.896713615023	1.0	187	187	452
314, 19, 281, 372	4	314	1, 1, 1, 0	0	0.885758998435	1.0	180	180	459
314, 19, 281, 59	4	314	1, 1, 1, 0	0	0.923317683881	1.0	204	204	435
314, 19, 281, 62	4	314	1, 1, 1, 0	0	0.896713615023	1.0	187	187	452
314, 19, 29, 134	4	314	1, 1, 1, 0	0	0.910798122066	1.0	192	192	447
314, 19, 29, 153	4	314	1, 1, 1, 0	0	0.89827856025	1.0	184	184	455
314, 19, 29, 176	4	314	1, 1, 1, 0	0	0.902973395931	1.0	187	187	452
314, 19, 29, 178	4	314	1, 1, 1, 0	0	0.902973395931	1.0	187	187	452
314, 19, 29, 280	4	314	1, 1, 1, 0	0	0.896713615023	1.0	183	183	456
314, 19, 29, 281	4	314	1, 1, 1, 1	0	0.929577464789	1.0	204	204	435
314, 19, 29, 365	4	314	1, 1, 1, 0	0	0.8779342723	1.0	171	171	468
314, 19, 29, 372	4	314	1, 1, 1, 0	0	0.89827856025	1.0	184	184	455
314, 19, 29, 53	4	314	1, 1, 1, 1	0	0.931142410016	1.0	205	205	434
314, 19, 29, 60	4	314	1, 1, 1, 0	0	0.912363067293	1.0	193	193	446
314, 19, 51, 134	4	314	1, 1, 0, 0	0	0.810641627543	1.0	178	178	461
314, 19, 51, 153	4	314	1, 1, 0, 0	0	0.798122065728	1.0	170	170	469
314, 19, 51, 176	4	314	1, 1, 0, 0	0	0.802816901408	1.0	173	173	466
314, 19, 51, 178	4	314	1, 1, 0, 0	0	0.802816901408	1.0	173	173	466
314, 19, 51, 280	4	314	1, 1, 0, 0	0	0.777777777778	1.0	157	157	482
314, 19, 51, 281	4	314	1, 1, 0, 1	0	0.830985915493	1.0	191	191	448
314, 19, 51, 29	4	314	1, 1, 0, 1	0	0.837245696401	1.0	195	195	444
314, 19, 51, 372	4	314	1, 1, 0, 0	0	0.798122065728	1.0	170	170	469
314, 19, 51, 53	4	314	1, 1, 0, 1	0	0.83255086072	1.0	192	192	447
314, 19, 53, 134	4	314	1, 1, 1, 0	0	0.901408450704	1.0	189	189	450
314, 19, 53, 153	4	314	1, 1, 1, 0	0	0.888888888889	1.0	181	181	458
314, 19, 53, 175	4	314	1, 1, 1, 0	0	0.892018779343	1.0	183	183	456
314, 19, 53, 176	4	314	1, 1, 1, 0	0	0.89358372457	1.0	184	184	455
314, 19, 53, 178	4	314	1, 1, 1, 0	0	0.89358372457	1.0	184	184	455
314, 19, 53, 280	4	314	1, 1, 1, 0	0	0.887323943662	1.0	180	180	459
314, 19, 53, 281	4	314	1, 1, 1, 1	0	0.920187793427	1.0	201	201	438
314, 19, 53, 372	4	314	1, 1, 1, 0	0	0.888888888889	1.0	181	181	458
314, 19, 53, 86	4	314	1, 1, 1, 0	0	0.909233176839	1.0	194	194	445
314, 281, 110, 134	4	314	1, 1, 1, 0	0	0.87323943662	1.0	180	180	459
314, 281, 110, 153	4	314	1, 1, 1, 0	0	0.860719874804	1.0	172	172	467
314, 281, 110, 176	4	314	1, 1, 1, 0	0	0.865414710485	1.0	175	175	464
314, 281, 110, 178	4	314	1, 1, 1, 0	0	0.865414710485	1.0	175	175	464
314, 281, 110, 303	4	314	1, 1, 1, 0	0	0.87323943662	1.0	180	180	459
314, 281, 110, 372	4	314	1, 1, 1, 0	0	0.860719874804	1.0	172	172	467
314, 281, 110, 53	4	314	1, 1, 1, 1	0	0.892018779343	1.0	192	192	447
314, 281, 153, 134	4	314	1, 1, 0, 0	0	0.768388106416	1.0	159	159	480
314, 281, 153, 372	4	314	1, 1, 0, 0	0	0.755868544601	1.0	151	151	488
314, 281, 153, 55	4	314	1, 1, 0, 1	0	0.766823161189	1.0	158	158	481
314, 281, 176, 134	4	314	1, 1, 0, 0	0	0.773082942097	1.0	162	162	477
314, 281, 176, 153	4	314	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
314, 281, 176, 372	4	314	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
314, 281, 178, 134	4	314	1, 1, 0, 0	0	0.773082942097	1.0	162	162	477
314, 281, 178, 153	4	314	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
314, 281, 178, 176	4	314	1, 1, 0, 0	0	0.765258215962	1.0	157	157	482
314, 281, 178, 372	4	314	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
314, 281, 51, 134	4	314	1, 1, 0, 0	0	0.785602503912	1.0	170	170	469
314, 281, 51, 153	4	314	1, 1, 0, 0	0	0.773082942097	1.0	162	162	477
314, 281, 51, 176	4	314	1, 1, 0, 0	0	0.777777777778	1.0	165	165	474
314, 281, 51, 178	4	314	1, 1, 0, 0	0	0.777777777778	1.0	165	165	474
314, 281, 51, 372	4	314	1, 1, 0, 0	0	0.773082942097	1.0	162	162	477
314, 281, 53, 134	4	314	1, 1, 1, 0	0	0.87323943662	1.0	180	180	459
314, 281, 53, 153	4	314	1, 1, 1, 0	0	0.860719874804	1.0	172	172	467
314, 281, 53, 176	4	314	1, 1, 1, 0	0	0.865414710485	1.0	175	175	464
314, 281, 53, 178	4	314	1, 1, 1, 0	0	0.865414710485	1.0	175	175	464
314, 281, 53, 258	4	314	1, 1, 1, 0	0	0.859154929577	1.0	171	171	468
314, 281, 53, 286	4	314	1, 1, 1, 0	0	0.881064162754	1.0	185	185	454
314, 281, 53, 372	4	314	1, 1, 1, 0	0	0.860719874804	1.0	172	172	467
314, 29, 110, 134	4	314	1, 1, 1, 0	0	0.885758998435	1.0	184	184	455
314, 29, 110, 153	4	314	1, 1, 1, 0	0	0.87323943662	1.0	176	176	463
314, 29, 110, 176	4	314	1, 1, 1, 0	0	0.8779342723	1.0	179	179	460
314, 29, 110, 178	4	314	1, 1, 1, 0	0	0.8779342723	1.0	179	179	460
314, 29, 110, 247	4	314	1, 1, 1, 0	0	0.87323943662	1.0	176	176	463
314, 29, 110, 281	4	314	1, 1, 1, 1	0	0.906103286385	1.0	197	197	442
314, 29, 110, 372	4	314	1, 1, 1, 0	0	0.87323943662	1.0	176	176	463
314, 29, 110, 53	4	314	1, 1, 1, 1	0	0.904538341158	1.0	196	196	443
314, 29, 153, 134	4	314	1, 1, 0, 0	0	0.780907668232	1.0	163	163	476
314, 29, 153, 178	4	314	1, 1, 0, 0	0	0.773082942097	1.0	158	158	481
314, 29, 153, 55	4	314	1, 1, 0, 1	0	0.793427230047	1.0	171	171	468
314, 29, 176, 134	4	314	1, 1, 0, 0	0	0.785602503912	1.0	166	166	473
314, 29, 176, 153	4	314	1, 1, 0, 0	0	0.773082942097	1.0	158	158	481
314, 29, 176, 178	4	314	1, 1, 0, 0	0	0.777777777778	1.0	161	161	478
314, 29, 176, 372	4	314	1, 1, 0, 0	0	0.773082942097	1.0	158	158	481
314, 29, 178, 134	4	314	1, 1, 0, 0	0	0.785602503912	1.0	166	166	473
314, 29, 281, 134	4	314	1, 1, 1, 0	0	0.885758998435	1.0	184	184	455
314, 29, 281, 153	4	314	1, 1, 1, 0	0	0.87323943662	1.0	176	176	463
314, 29, 281, 176	4	314	1, 1, 1, 0	0	0.8779342723	1.0	179	179	460
314, 29, 281, 178	4	314	1, 1, 1, 0	0	0.8779342723	1.0	179	179	460
314, 29, 281, 372	4	314	1, 1, 1, 0	0	0.87323943662	1.0	176	176	463
314, 29, 281, 45	4	314	1, 1, 1, 0	0	0.8779342723	1.0	179	179	460
314, 29, 51, 134	4	314	1, 1, 0, 0	0	0.798122065728	1.0	174	174	465
314, 29, 51, 153	4	314	1, 1, 0, 0	0	0.785602503912	1.0	166	166	473
314, 29, 51, 176	4	314	1, 1, 0, 0	0	0.790297339593	1.0	169	169	470
314, 29, 51, 178	4	314	1, 1, 0, 0	0	0.790297339593	1.0	169	169	470
314, 29, 51, 281	4	314	1, 1, 0, 1	0	0.818466353678	1.0	187	187	452
314, 29, 51, 372	4	314	1, 1, 0, 0	0	0.785602503912	1.0	166	166	473
314, 29, 51, 53	4	314	1, 1, 0, 1	0	0.818466353678	1.0	187	187	452
314, 29, 53, 103	4	314	1, 1, 1, 0	0	0.8779342723	1.0	179	179	460
314, 29, 53, 134	4	314	1, 1, 1, 0	0	0.885758998435	1.0	184	184	455
314, 29, 53, 153	4	314	1, 1, 1, 0	0	0.87323943662	1.0	176	176	463
314, 29, 53, 176	4	314	1, 1, 1, 0	0	0.8779342723	1.0	179	179	460
314, 29, 53, 178	4	314	1, 1, 1, 0	0	0.8779342723	1.0	179	179	460
314, 29, 53, 183	4	314	1, 1, 1, 0	0	0.874804381847	1.0	177	177	462
314, 29, 53, 251	4	314	1, 1, 1, 0	0	0.876369327074	1.0	178	178	461
314, 29, 53, 262	4	314	1, 1, 1, 0	0	0.874804381847	1.0	177	177	462
314, 29, 53, 281	4	314	1, 1, 1, 1	0	0.904538341158	1.0	196	196	443
314, 29, 53, 372	4	314	1, 1, 1, 0	0	0.87323943662	1.0	176	176	463
314, 29, 53, 67	4	314	1, 1, 1, 0	0	0.899843505477	1.0	193	193	446
314, 304, 110, 100	4	314	1, 1, 1, 0	0	0.904538341158	1.0	189	189	450
314, 304, 110, 121	4	314	1, 1, 1, 0	0	0.902973395931	1.0	188	188	451
314, 304, 110, 125	4	314	1, 1, 1, 0	0	0.89827856025	1.0	185	185	454
314, 304, 110, 134	4	314	1, 1, 1, 0	0	0.907668231612	1.0	191	191	448
314, 304, 110, 153	4	314	1, 1, 1, 0	0	0.895148669797	1.0	183	183	456
314, 304, 110, 176	4	314	1, 1, 1, 0	0	0.899843505477	1.0	186	186	453
314, 304, 110, 178	4	314	1, 1, 1, 0	0	0.899843505477	1.0	186	186	453
314, 304, 110, 281	4	314	1, 1, 1, 1	0	0.929577464789	1.0	205	205	434
314, 304, 110, 29	4	314	1, 1, 1, 1	0	0.935837245696	1.0	209	209	430
314, 304, 110, 313	4	314	1, 1, 1, 0	0	0.907668231612	1.0	191	191	448
314, 304, 110, 325	4	314	1, 1, 1, 0	0	0.929577464789	1.0	205	205	434
314, 304, 110, 353	4	314	1, 1, 1, 0	0	0.896713615023	1.0	184	184	455
314, 304, 110, 372	4	314	1, 1, 1, 0	0	0.895148669797	1.0	183	183	456
314, 304, 110, 374	4	314	1, 1, 1, 0	0	0.896713615023	1.0	184	184	455
314, 304, 110, 53	4	314	1, 1, 1, 1	0	0.928012519562	1.0	204	204	435
314, 304, 110, 65	4	314	1, 1, 1, 0	0	0.899843505477	1.0	186	186	453
314, 304, 153, 134	4	314	1, 1, 0, 0	0	0.802816901408	1.0	170	170	469
314, 304, 153, 372	4	314	1, 1, 0, 0	0	0.790297339593	1.0	162	162	477
314, 304, 153, 55	4	314	1, 1, 0, 1	0	0.798122065728	1.0	167	167	472
314, 304, 176, 134	4	314	1, 1, 0, 0	0	0.807511737089	1.0	173	173	466
314, 304, 176, 153	4	314	1, 1, 0, 0	0	0.794992175274	1.0	165	165	474
314, 304, 176, 372	4	314	1, 1, 0, 0	0	0.794992175274	1.0	165	165	474
314, 304, 178, 134	4	314	1, 1, 0, 0	0	0.807511737089	1.0	173	173	466
314, 304, 178, 153	4	314	1, 1, 0, 0	0	0.794992175274	1.0	165	165	474
314, 304, 178, 176	4	314	1, 1, 0, 0	0	0.799687010955	1.0	168	168	471
314, 304, 178, 372	4	314	1, 1, 0, 0	0	0.794992175274	1.0	165	165	474
314, 304, 281, 106	4	314	1, 1, 1, 0	0	0.904538341158	1.0	188	188	451
314, 304, 281, 134	4	314	1, 1, 1, 0	0	0.910798122066	1.0	192	192	447
314, 304, 281, 153	4	314	1, 1, 1, 0	0	0.89827856025	1.0	184	184	455
314, 304, 281, 176	4	314	1, 1, 1, 0	0	0.902973395931	1.0	187	187	452
314, 304, 281, 178	4	314	1, 1, 1, 0	0	0.902973395931	1.0	187	187	452
314, 304, 281, 193	4	314	1, 1, 1, 0	0	0.896713615023	1.0	183	183	456
314, 304, 281, 197	4	314	1, 1, 1, 0	0	0.902973395931	1.0	187	187	452
314, 304, 281, 212	4	314	1, 1, 1, 0	0	0.904538341158	1.0	188	188	451
314, 304, 281, 263	4	314	1, 1, 1, 0	0	0.931142410016	1.0	205	205	434
314, 304, 281, 269	4	314	1, 1, 1, 0	0	0.902973395931	1.0	187	187	452
314, 304, 281, 320	4	314	1, 1, 1, 0	0	0.89827856025	1.0	184	184	455
314, 304, 281, 372	4	314	1, 1, 1, 0	0	0.89827856025	1.0	184	184	455
314, 304, 281, 98	4	314	1, 1, 1, 0	0	0.899843505477	1.0	185	185	454
314, 304, 29, 134	4	314	1, 1, 1, 0	0	0.923317683881	1.0	196	196	443
314, 304, 29, 153	4	314	1, 1, 1, 0	0	0.910798122066	1.0	188	188	451
314, 304, 29, 176	4	314	1, 1, 1, 0	0	0.915492957746	1.0	191	191	448
314, 304, 29, 178	4	314	1, 1, 1, 0	0	0.915492957746	1.0	191	191	448
314, 304, 29, 281	4	314	1, 1, 1, 1	0	0.943661971831	1.0	209	209	430
314, 304, 29, 361	4	314	1, 1, 1, 0	0	0.9186228482	1.0	193	193	446
314, 304, 29, 372	4	314	1, 1, 1, 0	0	0.910798122066	1.0	188	188	451
314, 304, 29, 53	4	314	1, 1, 1, 1	0	0.943661971831	1.0	209	209	430
314, 304, 51, 134	4	314	1, 1, 0, 0	0	0.820031298905	1.0	181	181	458
314, 304, 51, 153	4	314	1, 1, 0, 0	0	0.807511737089	1.0	173	173	466
314, 304, 51, 176	4	314	1, 1, 0, 0	0	0.81220657277	1.0	176	176	463
314, 304, 51, 178	4	314	1, 1, 0, 0	0	0.81220657277	1.0	176	176	463
314, 304, 51, 281	4	314	1, 1, 0, 1	0	0.841940532081	1.0	195	195	444
314, 304, 51, 29	4	314	1, 1, 0, 1	0	0.848200312989	1.0	199	199	440
314, 304, 51, 372	4	314	1, 1, 0, 0	0	0.807511737089	1.0	173	173	466
314, 304, 51, 53	4	314	1, 1, 0, 1	0	0.841940532081	1.0	195	195	444
314, 304, 53, 134	4	314	1, 1, 1, 0	0	0.910798122066	1.0	192	192	447
314, 304, 53, 153	4	314	1, 1, 1, 0	0	0.89827856025	1.0	184	184	455
314, 304, 53, 176	4	314	1, 1, 1, 0	0	0.902973395931	1.0	187	187	452
314, 304, 53, 178	4	314	1, 1, 1, 0	0	0.902973395931	1.0	187	187	452
314, 304, 53, 213	4	314	1, 1, 1, 0	0	0.909233176839	1.0	191	191	448
314, 304, 53, 281	4	314	1, 1, 1, 1	0	0.931142410016	1.0	205	205	434
314, 304, 53, 372	4	314	1, 1, 1, 0	0	0.89827856025	1.0	184	184	455
314, 53, 110, 134	4	314	1, 1, 1, 0	0	0.870109546166	1.0	179	179	460
314, 53, 110, 153	4	314	1, 1, 1, 0	0	0.857589984351	1.0	171	171	468
314, 53, 110, 176	4	314	1, 1, 1, 0	0	0.862284820031	1.0	174	174	465
314, 53, 110, 178	4	314	1, 1, 1, 0	0	0.862284820031	1.0	174	174	465
314, 53, 110, 181	4	314	1, 1, 1, 0	0	0.857589984351	1.0	171	171	468
314, 53, 110, 20	4	314	1, 1, 1, 0	0	0.881064162754	1.0	186	186	453
314, 53, 110, 24	4	314	1, 1, 1, 0	0	0.859154929577	1.0	172	172	467
314, 53, 110, 260	4	314	1, 1, 1, 0	0	0.856025039124	1.0	170	170	469
314, 53, 110, 319	4	314	1, 1, 1, 0	0	0.856025039124	1.0	170	170	469
314, 53, 110, 372	4	314	1, 1, 1, 0	0	0.857589984351	1.0	171	171	468
314, 53, 153, 55	4	314	1, 1, 0, 1	0	0.763693270736	1.0	156	156	483
314, 53, 176, 153	4	314	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
314, 53, 178, 134	4	314	1, 1, 0, 0	0	0.773082942097	1.0	162	162	477
314, 53, 178, 153	4	314	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
314, 53, 178, 176	4	314	1, 1, 0, 0	0	0.765258215962	1.0	157	157	482
314, 53, 178, 372	4	314	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
314, 53, 51, 134	4	314	1, 1, 0, 0	0	0.785602503912	1.0	170	170	469
314, 53, 51, 153	4	314	1, 1, 0, 0	0	0.773082942097	1.0	162	162	477
314, 53, 51, 176	4	314	1, 1, 0, 0	0	0.777777777778	1.0	165	165	474
314, 53, 51, 178	4	314	1, 1, 0, 0	0	0.777777777778	1.0	165	165	474
314, 53, 51, 281	4	314	1, 1, 0, 1	0	0.805946791862	1.0	183	183	456
314, 53, 51, 372	4	314	1, 1, 0, 0	0	0.773082942097	1.0	162	162	477
333, 110, 153, 178	4	333	1, 1, 0, 0	0	0.779342723005	1.0	160	160	479
333, 110, 153, 372	4	333	1, 1, 0, 0	0	0.774647887324	1.0	157	157	482
333, 110, 153, 55	4	333	1, 1, 0, 1	0	0.784037558685	1.0	163	163	476
333, 110, 176, 153	4	333	1, 1, 0, 0	0	0.779342723005	1.0	160	160	479
333, 110, 176, 178	4	333	1, 1, 0, 0	0	0.784037558685	1.0	163	163	476
333, 110, 176, 372	4	333	1, 1, 0, 0	0	0.779342723005	1.0	160	160	479
333, 110, 51, 134	4	333	1, 1, 0, 0	0	0.804381846635	1.0	176	176	463
333, 110, 51, 153	4	333	1, 1, 0, 0	0	0.79186228482	1.0	168	168	471
333, 110, 51, 176	4	333	1, 1, 0, 0	0	0.796557120501	1.0	171	171	468
333, 110, 51, 178	4	333	1, 1, 0, 0	0	0.796557120501	1.0	171	171	468
333, 110, 51, 19	4	333	1, 1, 0, 1	0	0.837245696401	1.0	197	197	442
333, 110, 51, 281	4	333	1, 1, 0, 1	0	0.826291079812	1.0	190	190	449
333, 110, 51, 29	4	333	1, 1, 0, 1	0	0.83255086072	1.0	194	194	445
333, 110, 51, 304	4	333	1, 1, 0, 1	0	0.843505477308	1.0	201	201	438
333, 110, 51, 314	4	333	1, 1, 0, 1	0	0.837245696401	1.0	197	197	442
333, 110, 51, 372	4	333	1, 1, 0, 0	0	0.79186228482	1.0	168	168	471
333, 110, 51, 53	4	333	1, 1, 0, 1	0	0.824726134585	1.0	189	189	450
333, 134, 178, 153	4	333	1, 0, 0, 0	1	0.773082942097	1.0	147	147	492
333, 134, 178, 372	4	333	1, 0, 0, 0	1	0.773082942097	1.0	147	147	492
333, 134, 19, 176	4	333	1, 0, 1, 0	0	0.820031298905	1.0	177	177	462
333, 134, 19, 372	4	333	1, 0, 1, 0	0	0.815336463224	1.0	174	174	465
333, 134, 304, 178	4	333	1, 0, 1, 0	0	0.829420970266	1.0	180	180	459
333, 134, 53, 372	4	333	1, 0, 1, 0	0	0.790297339593	1.0	166	166	473
333, 19, 110, 134	4	333	1, 1, 1, 0	0	0.917057902973	1.0	194	194	445
333, 19, 110, 153	4	333	1, 1, 1, 0	0	0.904538341158	1.0	186	186	453
333, 19, 110, 176	4	333	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
333, 19, 110, 178	4	333	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
333, 19, 110, 190	4	333	1, 1, 1, 0	0	0.907668231612	1.0	188	188	451
333, 19, 110, 198	4	333	1, 1, 1, 0	0	0.915492957746	1.0	193	193	446
333, 19, 110, 201	4	333	1, 1, 1, 0	0	0.887323943662	1.0	175	175	464
333, 19, 110, 23	4	333	1, 1, 1, 0	0	0.943661971831	1.0	211	211	428
333, 19, 110, 242	4	333	1, 1, 1, 0	0	0.907668231612	1.0	188	188	451
333, 19, 110, 281	4	333	1, 1, 1, 1	0	0.937402190923	1.0	207	207	432
333, 19, 110, 29	4	333	1, 1, 1, 1	0	0.943661971831	1.0	211	211	428
333, 19, 110, 314	4	333	1, 1, 1, 1	0	0.948356807512	1.0	214	214	425
333, 19, 110, 346	4	333	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
333, 19, 110, 372	4	333	1, 1, 1, 0	0	0.904538341158	1.0	186	186	453
333, 19, 110, 373	4	333	1, 1, 1, 0	0	0.904538341158	1.0	186	186	453
333, 19, 110, 53	4	333	1, 1, 1, 1	0	0.937402190923	1.0	207	207	432
333, 19, 110, 71	4	333	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
333, 19, 110, 83	4	333	1, 1, 1, 0	0	0.915492957746	1.0	193	193	446
333, 19, 153, 134	4	333	1, 1, 0, 0	0	0.815336463224	1.0	174	174	465
333, 19, 153, 176	4	333	1, 1, 0, 0	0	0.807511737089	1.0	169	169	470
333, 19, 153, 178	4	333	1, 1, 0, 0	0	0.807511737089	1.0	169	169	470
333, 19, 153, 372	4	333	1, 1, 0, 0	0	0.802816901408	1.0	166	166	473
333, 19, 153, 55	4	333	1, 1, 0, 1	0	0.81220657277	1.0	172	172	467
333, 19, 176, 372	4	333	1, 1, 0, 0	0	0.807511737089	1.0	169	169	470
333, 19, 178, 134	4	333	1, 1, 0, 0	0	0.820031298905	1.0	177	177	462
333, 19, 178, 176	4	333	1, 1, 0, 0	0	0.81220657277	1.0	172	172	467
333, 19, 178, 372	4	333	1, 1, 0, 0	0	0.807511737089	1.0	169	169	470
333, 19, 281, 0	4	333	1, 1, 1, 0	0	0.912363067293	1.0	190	190	449
333, 19, 281, 107	4	333	1, 1, 1, 0	0	0.923317683881	1.0	197	197	442
333, 19, 281, 134	4	333	1, 1, 1, 0	0	0.920187793427	1.0	195	195	444
333, 19, 281, 151	4	333	1, 1, 1, 0	0	0.912363067293	1.0	190	190	449
333, 19, 281, 153	4	333	1, 1, 1, 0	0	0.907668231612	1.0	187	187	452
333, 19, 281, 176	4	333	1, 1, 1, 0	0	0.912363067293	1.0	190	190	449
333, 19, 281, 178	4	333	1, 1, 1, 0	0	0.912363067293	1.0	190	190	449
333, 19, 281, 248	4	333	1, 1, 1, 0	0	0.915492957746	1.0	192	192	447
333, 19, 281, 270	4	333	1, 1, 1, 0	0	0.909233176839	1.0	188	188	451
333, 19, 281, 300	4	333	1, 1, 1, 0	0	0.9186228482	1.0	194	194	445
333, 19, 281, 357	4	333	1, 1, 1, 0	0	0.884194053208	1.0	172	172	467
333, 19, 281, 372	4	333	1, 1, 1, 0	0	0.907668231612	1.0	187	187	452
333, 19, 281, 59	4	333	1, 1, 1, 0	0	0.945226917058	1.0	211	211	428
333, 19, 281, 62	4	333	1, 1, 1, 0	0	0.9186228482	1.0	194	194	445
333, 19, 29, 134	4	333	1, 1, 1, 0	0	0.932707355243	1.0	199	199	440
333, 19, 29, 153	4	333	1, 1, 1, 0	0	0.920187793427	1.0	191	191	448
333, 19, 29, 176	4	333	1, 1, 1, 0	0	0.924882629108	1.0	194	194	445
333, 19, 29, 178	4	333	1, 1, 1, 0	0	0.924882629108	1.0	194	194	445
333, 19, 29, 281	4	333	1, 1, 1, 1	0	0.951486697966	1.0	211	211	428
333, 19, 29, 372	4	333	1, 1, 1, 0	0	0.920187793427	1.0	191	191	448
333, 19, 29, 53	4	333	1, 1, 1, 1	0	0.953051643192	1.0	212	212	427
333, 19, 314, 134	4	333	1, 1, 1, 0	0	0.942097026604	1.0	202	202	437
333, 19, 314, 153	4	333	1, 1, 1, 0	0	0.929577464789	1.0	194	194	445
333, 19, 314, 176	4	333	1, 1, 1, 0	0	0.934272300469	1.0	197	197	442
333, 19, 314, 178	4	333	1, 1, 1, 0	0	0.934272300469	1.0	197	197	442
333, 19, 314, 280	4	333	1, 1, 1, 0	0	0.928012519562	1.0	193	193	446
333, 19, 314, 281	4	333	1, 1, 1, 1	0	0.962441314554	1.0	215	215	424
333, 19, 314, 29	4	333	1, 1, 1, 1	0	0.967136150235	1.0	218	218	421
333, 19, 314, 372	4	333	1, 1, 1, 0	0	0.929577464789	1.0	194	194	445
333, 19, 314, 53	4	333	1, 1, 1, 1	0	0.962441314554	1.0	215	215	424
333, 19, 314, 94	4	333	1, 1, 1, 0	0	0.934272300469	1.0	197	197	442
333, 19, 51, 134	4	333	1, 1, 0, 0	0	0.83255086072	1.0	185	185	454
333, 19, 51, 153	4	333	1, 1, 0, 0	0	0.820031298905	1.0	177	177	462
333, 19, 51, 176	4	333	1, 1, 0, 0	0	0.824726134585	1.0	180	180	459
333, 19, 51, 178	4	333	1, 1, 0, 0	0	0.824726134585	1.0	180	180	459
333, 19, 51, 281	4	333	1, 1, 0, 1	0	0.85289514867	1.0	198	198	441
333, 19, 51, 29	4	333	1, 1, 0, 1	0	0.859154929577	1.0	202	202	437
333, 19, 51, 314	4	333	1, 1, 0, 1	0	0.863849765258	1.0	205	205	434
333, 19, 51, 372	4	333	1, 1, 0, 0	0	0.820031298905	1.0	177	177	462
333, 19, 51, 53	4	333	1, 1, 0, 1	0	0.854460093897	1.0	199	199	440
333, 19, 53, 134	4	333	1, 1, 1, 0	0	0.923317683881	1.0	196	196	443
333, 19, 53, 153	4	333	1, 1, 1, 0	0	0.910798122066	1.0	188	188	451
333, 19, 53, 176	4	333	1, 1, 1, 0	0	0.915492957746	1.0	191	191	448
333, 19, 53, 178	4	333	1, 1, 1, 0	0	0.915492957746	1.0	191	191	448
333, 19, 53, 276	4	333	1, 1, 1, 0	0	0.912363067293	1.0	189	189	450
333, 19, 53, 281	4	333	1, 1, 1, 1	0	0.942097026604	1.0	208	208	431
333, 19, 53, 372	4	333	1, 1, 1, 0	0	0.910798122066	1.0	188	188	451
333, 281, 110, 134	4	333	1, 1, 1, 0	0	0.895148669797	1.0	187	187	452
333, 281, 110, 153	4	333	1, 1, 1, 0	0	0.882629107981	1.0	179	179	460
